,readable,energies
18,"[  0 700 700   0   0]
[  0   0 700 700 600]
[302   0   0 600 600]
[302   0 200 200 600]
[302 302 200   0   0]
[400 400 200 301 301]
[400 400 300   0 301]
[300 300 300   0 301]",0.699999988079071
19,"[100 100 100 100 101]
[300   0   0   0 101]
[300   0   0 301 101]
[300 300   0 301 101]
[  0 500 500 301 301]
[500 500 200   0 600]
[  0   0 200 600 600]
[  0 200 200   0 600]",0.699999988079071
20,"[202 202 203 203 203]
[202   0 201 201 203]
[202   0 201   0   0]
[200   0 201   0   0]
[200 200 200   0   0]
[100 100 100 100   0]
[600 600 600 400 400]
[  0 600   0 400 400]",0.699999988079071
21,"[600 600 600   0   0]
[  0 600   0   0 303]
[700 700 303 303 303]
[301 700 700 302   0]
[301   0   0 302   0]
[301 301   0 302 302]
[  0 500 500   0 300]
[500 500 300 300 300]",0.699999988079071
22,"[101 101 101 101 700]
[201 201 201 700 700]
[  0 300 201 700 100]
[  0 300   0   0 100]
[  0 300 300   0 100]
[  0 200   0 500 100]
[  0 200   0 500 500]
[200 200   0   0 500]",0.699999988079071
23,"[  0   0 302 302   0]
[  0 601   0 302   0]
[601 601 601 302   0]
[  0 600 300 300 300]
[600 600 300   0 100]
[301 600   0   0 100]
[301   0 400 400 100]
[301 301 400 400 100]",0.699999988079071
24,"[100   0 600   0   0]
[100   0 600 600   0]
[100 201 600 301 301]
[100 201   0   0 301]
[201 201   0   0 301]
[300 300 300 200 200]
[300 500 500 200   0]
[500 500   0 200   0]",0.699999988079071
25,"[  0   0   0 700   0]
[400 400 700 700 601]
[400 400 700 601 601]
[  0 202   0   0 601]
[200 202 202 202 201]
[200 200 200   0 201]
[  0   0 600 201 201]
[  0 600 600 600   0]",0.699999988079071
26,"[  0   0   0 500 500]
[202 202 500 500 201]
[202 301 301 301 201]
[202 301   0 201 201]
[  0   0   0   0 300]
[  0   0 300 300 300]
[400 400 200   0   0]
[400 400 200 200 200]",0.699999988079071
27,"[  0   0 301 500   0]
[301 301 301 500 500]
[  0 701 701   0 500]
[600   0 701 701 700]
[600 600   0 700 700]
[600 300   0 700   0]
[  0 300 200 200 200]
[  0 300 300   0 200]",0.699999988079071
28,"[501   0 700 700   0]
[501 501   0 700 700]
[602 501   0 500   0]
[602 602 601 500 500]
[602 601 601 601 500]
[  0   0 300   0   0]
[300 300 300 600   0]
[  0   0 600 600 600]",0.699999988079071
29,"[502   0 201 201   0]
[502 502 201 501   0]
[300 502 201 501 501]
[300 200 200 200 501]
[300 300   0 200   0]
[600   0 500   0   0]
[600 600 500 500   0]
[600   0   0 500   0]",0.699999988079071
30,"[300 300 300 400 400]
[300 203   0 400 400]
[  0 203 203 203 600]
[  0   0   0 600 600]
[201 202 202 202 600]
[201 201 201 202   0]
[200   0   0   0   0]
[200 200 200   0   0]",0.699999988079071
31,"[  0 100 100 100 100]
[  0 600 600 600   0]
[202 202 600   0   0]
[202 201 201 201   0]
[202   0 700 201   0]
[  0 700 700 200 200]
[  0 700 300 200   0]
[300 300 300 200   0]",0.699999988079071
32,"[301 301 301   0   0]
[301 601   0 401 401]
[601 601 601 401 401]
[  0 600   0 500   0]
[600 600 600 500 500]
[300   0   0   0 500]
[300   0   0 400 400]
[300 300   0 400 400]",0.699999988079071
33,"[101   0   0 301   0]
[101 301 301 301   0]
[101 200   0   0   0]
[101 200   0   0 300]
[200 200 300 300 300]
[400 400 700 700   0]
[400 400   0 700 700]
[100 100 100 100   0]",0.699999988079071
34,"[102 102 102 102   0]
[700 700   0   0   0]
[600 700 700 200 200]
[600 600   0 200   0]
[600   0   0 200 101]
[100 100 100 100 101]
[  0   0 500 500 101]
[  0 500 500   0 101]",0.699999988079071
35,"[  0 701   0 700   0]
[701 701 700 700   0]
[701   0 700 202 202]
[201 201 201 202   0]
[  0   0 201 202   0]
[200 200 200 300 300]
[  0   0 200   0 300]
[100 100 100 100 300]",0.699999988079071
36,"[  0   0 601   0   0]
[301 301 601 601 600]
[  0 301 601 600 600]
[  0 301   0 700 600]
[400 400 700 700   0]
[400 400 700   0   0]
[300 300 300 500 500]
[300   0 500 500   0]",0.699999988079071
37,"[302 303 303 303 301]
[302 303 301 301 301]
[302 302   0 400 400]
[600   0   0 400 400]
[600 600 500 500   0]
[600 500 500   0   0]
[  0   0 300 300 300]
[  0   0 300   0   0]",0.699999988079071
38,"[300 300 300 502   0]
[300   0   0 502 502]
[700 700 701 701 502]
[  0 700 700 701 701]
[  0 500   0   0   0]
[  0 500 500 501   0]
[200   0 500 501 501]
[200 200 200   0 501]",0.699999988079071
39,"[  0 400 400   0   0]
[501 400 400 401 401]
[501 501   0 401 401]
[  0 501   0 300   0]
[  0 300 300 300   0]
[600 600 600 500   0]
[  0 600   0 500 500]
[100 100 100 100 500]",0.699999988079071
40,"[  0 100 201 201 601]
[101 100 201 601 601]
[101 100 201   0 601]
[101 100   0 200 200]
[101 500 500 200   0]
[500 500 600 200   0]
[  0   0 600 600   0]
[  0   0 600   0   0]",0.699999988079071
41,"[201 201   0   0 301]
[201   0 301 301 301]
[201   0   0 401 401]
[300 400 400 401 401]
[300 400 400 500 500]
[300 300 500 500 200]
[700 700   0   0 200]
[  0 700 700 200 200]",0.800000011920929
42,"[100 102 102 102 102]
[100 101 101 101 101]
[100   0 501 501   0]
[100 501 501 400 400]
[200 200 200 400 400]
[500   0 200   0 700]
[500 500   0 700 700]
[  0 500   0 700   0]",0.800000011920929
43,"[  0   0 601 601 601]
[201 201 600 601   0]
[201   0 600 600   0]
[201   0 600 401 401]
[400 400   0 401 401]
[400 400 200 200 200]
[101 101 101 101 200]
[100 100 100 100   0]",0.800000011920929
44,"[301 302 302 302 102]
[301 302   0 101 102]
[301 301 100 101 102]
[300   0 100 101 102]
[300   0 100 101 601]
[300 300 100 601 601]
[  0 600 600 600 601]
[  0   0 600   0   0]",0.800000011920929
45,"[  0 601 601 601   0]
[101   0 601 401 401]
[101   0 200 401 401]
[101   0 200 200 200]
[101 300 300   0 600]
[400 400 300 600 600]
[400 400 300   0 600]
[  0 100 100 100 100]",0.800000011920929
46,"[  0 300 300 300 601]
[  0 300   0 601 601]
[101 101 101 101 601]
[  0 200 200 400 400]
[100 200 600 400 400]
[100 200 600 600 700]
[100   0 600 700 700]
[100   0   0 700   0]",0.800000011920929
47,"[600 600 600   0   0]
[  0 600 401 401 101]
[201 201 401 401 101]
[201 200 200 200 101]
[201   0   0 200 101]
[  0 500 500 400 400]
[500 500   0 400 400]
[  0 100 100 100 100]",0.800000011920929
48,"[101 101 101 101 200]
[100   0 301   0 200]
[100   0 301 200 200]
[100   0 301 301 300]
[100 601 300 300 300]
[601 601 601 600   0]
[700 700   0 600 600]
[  0 700 700 600   0]",0.800000011920929
49,"[100 300   0   0 604]
[100 300   0 604 604]
[100 300 300 602 604]
[100 603 602 602 602]
[603 603 600   0   0]
[601 603 600 600   0]
[601 601 600 500 500]
[601   0 500 500   0]",0.800000011920929
50,"[101 101 101 101 601]
[100 700 700 601 601]
[100   0 700 700 601]
[100 600 600 600   0]
[100   0 600 501   0]
[400 400   0 501 501]
[400 400 500 500 501]
[  0 500 500   0   0]",0.800000011920929
51,"[100 100 100 100   0]
[  0   0 200 200 200]
[300 300 401 401 200]
[  0 300 401 401 602]
[601 300   0 602 602]
[601 601   0   0 602]
[601 600   0 400 400]
[600 600 600 400 400]",0.800000011920929
52,"[  0 300 300 300 603]
[100 300 602 603 603]
[100 602 602 602 603]
[100   0   0 601   0]
[100   0 601 601 601]
[600 600 600   0   0]
[200 600   0 400 400]
[200 200 200 400 400]",0.800000011920929
53,"[  0 700 300 300 300]
[700 700 300   0 100]
[700   0 600   0 100]
[500 600 600   0 100]
[500 500 600 501 100]
[  0 500   0 501 501]
[401 401 400 400 501]
[401 401 400 400   0]",0.800000011920929
54,"[100 204 204   0   0]
[100 204 203 203 203]
[100 204   0 202 203]
[100 600   0 202   0]
[600 600 202 202   0]
[300 600 201 201 201]
[300   0 200   0 201]
[300 300 200 200 200]",0.800000011920929
55,"[302 302 302 300 300]
[302   0 400 400 300]
[301 301 400 400 300]
[  0 301 500   0   0]
[601 301 500 500   0]
[601 601   0 500 600]
[601 700 700 600 600]
[  0   0 700 700 600]",0.800000011920929
56,"[100 100 100 100 601]
[600 600 600 601 601]
[  0 600   0   0 601]
[301 301 301 400 400]
[301   0 300 400 400]
[300 300 300   0 700]
[200 200 200 700 700]
[  0   0 200 700   0]",0.800000011920929
57,"[202 202 303 303 303]
[202 201 303   0 302]
[202 201 302 302 302]
[201 201   0 400 400]
[301 301 301 400 400]
[301   0 200 200 200]
[  0   0 300   0 200]
[300 300 300   0   0]",0.800000011920929
58,"[602   0 300 300 300]
[602 602 300 601   0]
[602   0   0 601 601]
[400 400   0 601 100]
[400 400 200 200 100]
[500   0 200   0 100]
[500 500 200 600 100]
[  0 500 600 600 600]",0.800000011920929
59,"[302 302 303 303 303]
[  0 302 303   0 301]
[601 302 301 301 301]
[601 601   0 600   0]
[601   0 300 600 600]
[300 300 300 600   0]
[700 700 701 701   0]
[  0 700 700 701 701]",0.800000011920929
60,"[  0   0 601 302 302]
[  0 601 601 601 302]
[100 301 301 301 302]
[100 301   0   0 300]
[100 600 300 300 300]
[100 600 600 500   0]
[200 600   0 500 500]
[200 200 200   0 500]",0.800000011920929
61,"[302   0 600   0 102]
[302   0 600 600 102]
[302 302 600 101 102]
[301   0   0 101 102]
[301   0 300 101 100]
[301 301 300 101 100]
[700 700 300 300 100]
[  0 700 700   0 100]",0.800000011920929
62,"[500   0 200 200 200]
[500 500   0 101 200]
[  0 500   0 101   0]
[301 401 401 101   0]
[301 401 401 101   0]
[301 301 300 400 400]
[300 300 300 400 400]
[100 100 100 100   0]",0.800000011920929
63,"[100 201 201 603   0]
[100 201 603 603 603]
[100 201   0 602   0]
[100   0 602 602 602]
[200 200 601   0   0]
[200 601 601 601 600]
[200   0 300 600 600]
[300 300 300   0 600]",0.800000011920929
64,"[  0 602 301 301 301]
[602 602 301   0 601]
[100 602   0 601 601]
[100 300 300 300 601]
[100 300 600   0   0]
[100   0 600 600   0]
[200   0 600 400 400]
[200 200 200 400 400]",0.800000011920929
65,"[303 303 303 302 302]
[303 301   0 600 302]
[  0 301 600 600 302]
[  0 301 301 600   0]
[300 300 300 501   0]
[300 700   0 501 501]
[700 700 500 500 501]
[700 500 500   0   0]",0.800000011920929
66,"[203 203 500 500   0]
[203 500 500   0   0]
[203 102 202 202   0]
[  0 102 202 201 201]
[  0 102 202 201 101]
[200 102   0 201 101]
[200 200 200   0 101]
[100 100 100 100 101]",0.800000011920929
67,"[600 601 601 601   0]
[600 600 601 501 501]
[600   0 501 501 700]
[100 301   0 700 700]
[100 301   0 700   0]
[100 301 301 300 300]
[100 500 500   0 300]
[500 500   0   0 300]",0.800000011920929
68,"[201 203 203 203 202]
[201 201 201 203 202]
[200 200   0 202 202]
[200   0 500 500   0]
[200 500 500 401 401]
[600   0   0 401 401]
[600 600 400 400   0]
[600   0 400 400   0]",0.800000011920929
69,"[301 301 301 602 100]
[301 601 602 602 100]
[601 601   0 602 100]
[  0 601   0 501 100]
[600 600 600 501 501]
[  0 600   0   0 501]
[300 300 300 500 500]
[300   0 500 500   0]",0.800000011920929
70,"[301 301 300 300 300]
[  0 301 300 601 100]
[201 301 601 601 100]
[201 201 201 601 100]
[  0   0 200   0 100]
[400 400 200 200 200]
[400 400 600   0   0]
[  0 600 600 600   0]",0.800000011920929
71,"[100 300 300 300   0]
[100 300 602 602 602]
[100 500   0 602   0]
[100 500 500 501   0]
[200   0 500 501 501]
[200 200 200 601 501]
[  0 600 601 601   0]
[600 600 600 601   0]",0.800000011920929
72,"[101 101 101 101 102]
[  0   0 400 400 102]
[201 201 400 400 102]
[201   0   0 300 102]
[201 300 300 300 200]
[600 600 600   0 200]
[  0 600   0 200 200]
[100 100 100 100   0]",0.800000011920929
73,"[200 200 701 301 301]
[200 701 701 700 301]
[200 701 700 700 301]
[  0   0 700 300   0]
[401 401   0 300   0]
[401 401   0 300 300]
[  0 500 500 400 400]
[500 500   0 400 400]",0.800000011920929
74,"[201 201 201 100   0]
[302   0 201 100   0]
[302 303 303 100 200]
[302 302 303 100 200]
[301   0 303 200 200]
[301   0   0 500   0]
[301 301 300 500 500]
[300 300 300   0 500]",0.800000011920929
75,"[  0 602   0 401 401]
[602 602 602 401 401]
[  0   0 300 300 300]
[201 201 300 601   0]
[201 400 400 601 601]
[201 400 400 601 200]
[  0 600   0   0 200]
[600 600 600 200 200]",0.800000011920929
76,"[201 102 102 102 102]
[201 201 201 300 300]
[  0 601   0   0 300]
[601 601   0   0 300]
[100 601 600   0 101]
[100   0 600 600 101]
[100 200 600   0 101]
[100 200 200 200 101]",0.800000011920929
77,"[101 101 101 101 200]
[100 100 100 100 200]
[  0 500 500 200 200]
[500 500 400 400   0]
[600   0 400 400   0]
[600 600 700   0 701]
[600 700 700 701 701]
[  0 700   0 701   0]",0.800000011920929
78,"[  0 101 201 201 201]
[  0 101   0 602 201]
[  0 101 602 602 602]
[100 101 700 200 200]
[100 700 700 200   0]
[100 700   0 200 601]
[100 600   0 601 601]
[600 600 600   0 601]",0.800000011920929
79,"[401 401 202 202   0]
[401 401 202 400 400]
[  0 601 202 400 400]
[601 601 601   0 100]
[  0 201   0   0 100]
[600 201 201 201 100]
[600 600 200   0 100]
[600   0 200 200 200]",0.800000011920929
80,"[200 200   0 302 302]
[200 700 700   0 302]
[200   0 700 700 302]
[  0 401 401 301 301]
[  0 401 401   0 301]
[300 600 600 600 301]
[300   0 600 400 400]
[300 300   0 400 400]",0.800000011920929
81,"[203   0   0 402 402]
[203 203 203 402 402]
[100 100 100 100   0]
[401 401 202 202 202]
[401 401 201   0 202]
[  0 200 201 201 201]
[  0 200 400 400   0]
[200 200 400 400   0]",0.800000011920929
82,"[600 600 600   0   0]
[  0 600 203 203 203]
[  0 400 400 500 203]
[202 400 400 500 500]
[202 202 202   0 500]
[201 201 200   0 700]
[201   0 200 700 700]
[201 200 200 700   0]",0.800000011920929
83,"[301 301 301   0   0]
[301 600 300 300 300]
[600 600 300 500 500]
[200 600 500 500 701]
[200 200 200 701 701]
[  0 700   0 701   0]
[700 700   0 400 400]
[700   0   0 400 400]",0.800000011920929
84,"[200 200 200 103   0]
[600   0 200 103 102]
[600 600   0 103 102]
[600   0   0 103 102]
[101 101 101 101 102]
[  0   0   0 400 400]
[300 300 300 400 400]
[300 100 100 100 100]",0.800000011920929
85,"[  0   0 201 201 201]
[301 301 500   0 201]
[  0 301 500 500   0]
[  0 301 601 500 100]
[  0 601 601 601 100]
[600 600 600 300 100]
[200 600   0 300 100]
[200 200 200 300 300]",0.800000011920929
86,"[  0   0 603 300 300]
[200 603 603 603 300]
[200 200 200   0 300]
[  0   0 602   0 100]
[400 400 602 602 100]
[400 400 602   0 100]
[601 601 601 600 100]
[  0 601 600 600 600]",0.800000011920929
87,"[  0 203 204 204 204]
[202 203 203 203 204]
[202 202 202   0 600]
[  0 201   0 600 600]
[  0 201 201 201 600]
[400 400 200   0   0]
[400 400 200 200 200]
[100 100 100 100   0]",0.800000011920929
88,"[  0 102 102 102 102]
[700 700 201 201 201]
[101 700 700 601 201]
[101 600 601 601 601]
[101 600 600   0 100]
[101 600   0   0 100]
[200 200 200   0 100]
[  0   0 200   0 100]",0.800000011920929
89,"[  0 601 301 301 301]
[601 601 301 500 500]
[  0 601 500 500 101]
[  0 600 300 300 101]
[600 600 600 300 101]
[  0   0 200 300 101]
[  0   0 200 200 200]
[100 100 100 100   0]",0.800000011920929
90,"[600   0 303 303 303]
[600 600 303 302   0]
[600   0 100 302   0]
[500   0 100 302 302]
[500 500 100   0 700]
[  0 500 100 700 700]
[301 301 301 700 300]
[301   0 300 300 300]",0.800000011920929
91,"[500   0 402 402   0]
[500 500 402 402 303]
[302 500 303 303 303]
[302   0 301 301   0]
[302 302   0 301   0]
[401 401   0 301   0]
[401 401 300 400 400]
[300 300 300 400 400]",0.800000011920929
92,"[600 600 600 401 401]
[302 600   0 401 401]
[302   0 201 201 201]
[302 302 300 300 201]
[301   0   0 300   0]
[301   0 200 300   0]
[301 301 200 400 400]
[  0 200 200 400 400]",0.800000011920929
93,"[600 600 600   0   0]
[  0 600 700   0 601]
[  0 700 700 601 601]
[  0 700   0 300 601]
[100 300 300 300   0]
[100 101 101 101 101]
[100 200 201 201 201]
[100 200 200 200 201]",0.800000011920929
94,"[202 202 401 401 201]
[202 501 401 401 201]
[202 501 501 201 201]
[500   0 501 301 301]
[500 500 300 300 301]
[  0 500   0 300 301]
[400 400 200 300   0]
[400 400 200 200 200]",0.8999999761581421
95,"[301   0 601 302 302]
[301 601 601 601 302]
[301 301 702 702 302]
[500 300 300 702 702]
[500 500 300   0 600]
[  0 500 300 600 600]
[700 700 701 701 600]
[  0 700 700 701 701]",0.8999999761581421
96,"[302 302 302 401 401]
[302 602   0 401 401]
[602 602 301 301 301]
[600 602 301   0 601]
[600 600 500 601 601]
[600   0 500 500 601]
[400 400   0 500 300]
[400 400 300 300 300]",0.8999999761581421
97,"[102 102 102 102 302]
[101 100 302 302 302]
[101 100   0 700   0]
[101 100 700 700   0]
[101 100 700 400 400]
[301 200   0 400 400]
[301 200 200 200 300]
[301 301 300 300 300]",0.8999999761581421
98,"[101 101 101 101 100]
[202 202 202 200 100]
[400 400 202 200 100]
[400 400 200 200 100]
[201 201 301 301 301]
[201   0 301 300   0]
[201 500 500 300   0]
[500 500   0 300 300]",0.8999999761581421
99,"[204 204 204 300 300]
[203 203 204 700 300]
[203   0 700 700 300]
[203   0 700 601   0]
[202 202 601 601   0]
[202 201 600 601 200]
[202 201 600 600 200]
[201 201 600 200 200]",0.8999999761581421
0,"[301 301 301   0   0]
[301   0 300 300 300]
[  0   0 300   0   0]
[  0   0 700 700   0]
[401 401   0 700 700]
[401 401   0   0 200]
[  0 400 400   0 200]
[  0 400 400 200 200]",0.6000000238418579
1,"[  0   0 300 500   0]
[300 300 300 500 500]
[  0 201 201 201 500]
[700 700   0 201   0]
[  0 700 700   0   0]
[  0   0 200 200 200]
[  0   0 600   0 200]
[  0 600 600 600   0]",0.6000000238418579
2,"[  0 100 100 100 100]
[602 602 602 601   0]
[  0 602 601 601 601]
[  0   0   0 600   0]
[201 201 600 600   0]
[201 200 200 600   0]
[201 200   0   0   0]
[  0 200   0   0   0]",0.6000000238418579
3,"[301 301   0   0   0]
[  0 301 601 601 601]
[  0 301   0 601   0]
[  0 500 600 600 600]
[  0 500 500 600   0]
[  0   0 500   0 700]
[  0   0 300 700 700]
[300 300 300 700   0]",0.6000000238418579
4,"[  0 601 601 601   0]
[  0   0 601   0   0]
[500   0 200 200 200]
[500 500 400 400 200]
[  0 500 400 400   0]
[  0 700   0 600   0]
[700 700   0 600 600]
[700   0   0 600   0]",0.6000000238418579
5,"[202 100 100 100 100]
[202 202 202   0   0]
[201   0   0 400 400]
[201 201 201 400 400]
[  0 300 300 300   0]
[  0 300   0   0   0]
[  0 200 200 200   0]
[  0   0   0 200   0]",0.6000000238418579
6,"[  0 302 302 302   0]
[  0 302   0 600   0]
[  0   0   0 600 600]
[501   0 500 600   0]
[501 501 500 500   0]
[  0 501 301 500   0]
[301 301 301   0 300]
[  0   0 300 300 300]",0.6000000238418579
7,"[  0 700 700 301 301]
[  0 600 700 700 301]
[600 600   0   0 301]
[  0 600   0   0   0]
[200 200   0   0   0]
[200   0   0   0   0]
[200   0 300 400 400]
[300 300 300 400 400]",0.6000000238418579
8,"[201   0 202 202 202]
[201 201 201   0 202]
[  0   0 500 500   0]
[  0 500 500   0   0]
[200 100 100 100 100]
[200 200 200   0   0]
[  0   0 700 700   0]
[  0   0   0 700 700]",0.6000000238418579
9,"[  0 202 202 202   0]
[  0 500 500 202 100]
[500 500   0   0 100]
[201   0   0   0 100]
[201 201 201 600 100]
[  0   0 600 600 600]
[400 400 200 200 200]
[400 400   0   0 200]",0.699999988079071
10,"[  0 100 100 100 100]
[601 601 601 600   0]
[  0 601 600 600 600]
[  0   0   0 300 300]
[  0   0   0   0 300]
[200 200   0   0 300]
[200 400 400 401 401]
[200 400 400 401 401]",0.699999988079071
11,"[300 602 602 602   0]
[300   0 602   0   0]
[300 300 700 601   0]
[  0 700 700 601 601]
[600 700   0 601   0]
[600 600 400 400   0]
[600   0 400 400   0]
[100 100 100 100   0]",0.699999988079071
12,"[600 600 600   0   0]
[  0 600   0 501   0]
[  0 700 500 501 501]
[700 700 500 500 501]
[700   0   0 500   0]
[300 201 201 201   0]
[300   0 200 201   0]
[300 300 200 200 200]",0.699999988079071
13,"[102 100 100 100 100]
[102 200 200 200   0]
[102   0   0 200   0]
[102   0   0 501 501]
[101 500 501 501   0]
[101 500 500   0   0]
[101   0 500 600   0]
[101   0 600 600 600]",0.699999988079071
14,"[  0   0 203 203 203]
[201   0   0   0 203]
[201 201 201   0 202]
[300   0   0   0 202]
[300 301 301 202 202]
[300 300 301   0 700]
[200   0 301 700 700]
[200 200 200 700   0]",0.699999988079071
15,"[  0 701 701   0   0]
[  0 601 701 701 600]
[601 601   0 600 600]
[200 601   0 101 600]
[200 200 200 101   0]
[700 700   0 101   0]
[  0 700 700 101   0]
[100 100 100 100   0]",0.699999988079071
16,"[  0 600   0   0 201]
[  0 600 600   0 201]
[  0 600   0 201 201]
[200 200 200 503   0]
[  0 501 200 503 503]
[500 501 501 502 503]
[500 500 501 502 502]
[  0 500   0   0 502]",0.699999988079071
17,"[  0 601 601 601 702]
[701 701 601 702 702]
[  0 701 701 702   0]
[  0 500 500 600   0]
[500 500 600 600   0]
[  0 300   0 600   0]
[  0 300 700 700   0]
[  0 300 300 700 700]",0.699999988079071
18,"[  0 201   0   0   0]
[  0 201 201 201 600]
[  0   0   0 600 600]
[200 200 200 501 600]
[  0 700 200 501 501]
[700 700   0 500 501]
[700   0 300 500 500]
[300 300 300   0 500]",0.699999988079071
19,"[  0 401 401 400 400]
[  0 401 401 400 400]
[100 100 100 100   0]
[  0   0   0 301 301]
[  0   0 600   0 301]
[200 200 600 600 301]
[200   0 600   0 300]
[200   0 300 300 300]",0.699999988079071
20,"[  0   0   0 200 200]
[301 301 301 200   0]
[301   0   0 200 300]
[100 501 300 300 300]
[100 501 501   0   0]
[100   0 501   0 700]
[100 500 500 700 700]
[500 500   0 700   0]",0.699999988079071
21,"[  0   0   0 500 500]
[702 702 500 500   0]
[  0 702 702   0   0]
[  0 600   0 701   0]
[600 600 701 701 100]
[  0 600 701 700 100]
[400 400 700 700 100]
[400 400 700   0 100]",0.699999988079071
22,"[702 702   0   0 703]
[  0 702 702 703 703]
[  0 701 200 703 700]
[701 701 200 700 700]
[701 200 200 700   0]
[  0 601 601 601   0]
[  0   0 601 600   0]
[  0   0 600 600 600]",0.699999988079071
23,"[  0 301 301 301   0]
[  0 301 203 203 203]
[202   0   0   0 203]
[202 202 202   0 200]
[  0   0 201 201 200]
[500   0 201 200 200]
[500 500 201   0 300]
[  0 500 300 300 300]",0.699999988079071
24,"[600 601 601 601   0]
[600 600 601 501   0]
[600 400 400 501 501]
[  0 400 400 700 501]
[  0   0 700 700   0]
[300   0 700 500   0]
[300   0   0 500 500]
[300 300   0   0 500]",0.699999988079071
25,"[101 101 101 101   0]
[100 100 100 100   0]
[601 601 601   0   0]
[  0 601   0 400 400]
[  0 700 700 400 400]
[600   0 700 700   0]
[600 600 200   0   0]
[600   0 200 200 200]",0.699999988079071
26,"[601 601 601   0   0]
[200 601   0 400 400]
[200 200 200 400 400]
[  0   0 600   0 201]
[300 600 600   0 201]
[300   0 600 201 201]
[300 300 500 500   0]
[  0 500 500   0   0]",0.699999988079071
